8476.906688  14871.90792  11573.98897  11465.26464  9104.107927  7672.432577  8036.115125  7751.012588  6160.678042  10518.94258  7301.570596  9086.779025  9569.410382  7475.512402  8209.188345  10720.47996  9774.485903  12215.51309  9561.212374  12202.96941  9709.092814  8583.885157  10966.19492  9808.869638  8821.472726  12876.92574  13169.87422  13676.90491  7802.835328  9699.352483  8124.389513  10694.39427  7488.51334  10116.04947  12661.55852  8637.793867  15530.44192  12128.78735  12434.75513  8974.510516  7524.773359  7441.045176  7337.696978  5358.553453  10286.14354  7623.545429  8522.06486  9662.265764  7100.707926  7611.195922  10254.67654  10067.1433  12427.31152  9115.793087  13144.12653  10332.55017  9111.397708  11297.21303  10114.64182  9240.286582  13587.18991  12723.5437  14247.49569  7604.597164  10033.40439  8230.607673  8122.860098  6286.31441  9494.833333  12287.59462  
8525.516662  14777.21667  11550.39492  11583.8806  9128.366332  7705.293742  8057.151308  7732.740002  6160.80265  10494.05419  7297.207397  9063.764315  9546.349592  7494.446295  8183.035898  10708.6966  9744.631133  12166.72034  9498.237276  12200.38056  9739.340634  8546.780611  10915.26519  9786.594746  8808.197363  12894.72066  13116.37347  13655.42005  7795.681906  9651.157027  8118.569625  10775.12934  7473.767723  10085.33864  12647.30867  8608.802545  15431.06975  12106.40243  12412.37258  8964.626379  7536.018874  7431.121671  7323.957131  5366.650865  10262.9062  7612.16828  8470.033405  9614.00213  7073.388057  7596.645582  10252.12115  10053.62614  12376.98114  9113.154402  13128.31756  10257.94651  9084.755965  11308.79254  10081.44467  9214.039459  13583.15138  12664.72762  14199.05447  7586.033261  10017.72663  8217.280333  8123.253226  6147.639073  9485.168224  12304.11759  
8483.598463  14844.07814  11519.13549  11306.71416  9136.297575  7753.01116  8057.735528  7728.361909  6151.551554  10417.47411  7263.04594  9066.30213  9518.260759  7582.993699  8178.35048  10677.30789  9734.853846  12192.9688  9551.952613  12214.11237  9704.362312  8548.453226  10929.73381  9782.483944  8808.012795  12833.70902  13087.76931  13633.18364  7788.716769  9662.338988  8117.835481  10689.49357  7493.41606  9976.011068  12640.98484  8596.99342  15399.11738  12056.59349  12407.75464  8916.245493  7545.432814  7421.219039  7307.249558  5369.389349  10247.94208  7594.063529  8501.180897  9577.644471  7139.76235  7593.242345  10265.86065  10043.58049  12429.85786  9123.781495  13155.26306  10227.6893  9064.923189  11340.97151  10075.3436  9209.357773  13566.68055  12634.37768  14186.86684  7567.853117  10003.58182  8209.956876  8054.17698  6218.428565  9500.286466  12252.06392  
8514.739837  14926.99893  11566.13281  11416.1357  9114.980645  7698.4087  8053.363537  7736.791372  6170.048218  10450.13339  7276.451542  9063.301248  9526.771589  7563.536785  8212.146532  10641.8051  9739.038767  12213.47352  9532.795497  12187.28667  9711.29295  8561.832774  10937.17614  9793.932872  8809.991173  12871.31247  13091.26898  13652.96505  7786.318476  9690.148634  8122.776795  10680.43711  7470.786863  10008.45304  12673.19634  8624.274881  15391.80507  12091.30029  12408.34077  8936.919915  7399.902086  7450.57007  7333.383844  5371.514897  10261.94162  7620.476635  8509.003055  9610.626825  7108.8804  7597.812341  10335.24023  10063.33176  12396.51738  9144.89454  13169.3361  10262.79231  9092.123186  11304.8546  10093.65  9217.849949  13588.32319  12636.82321  14229.66936  7567.532138  10032.45782  8209.494266  8163.591864  6251.1755  9485.987446  12296.83116  
8510.962425  14924.30437  11541.99595  11541.57875  9099.233686  7773.677694  8035.927288  7730.711808  6175.701621  10465.77788  7261.264623  9049.957617  9530.862646  7555.333282  8212.765438  10730.07441  9730.398522  12196.55816  9522.482678  12221.39012  9682.397054  8551.2768  10967.17903  9776.370446  8794.575191  12895.85895  13099.95074  13659.58795  7765.52754  9693.30619  8114.316991  10701.53174  7469.828721  10100.00699  12666.19655  8634.151554  15467.67679  12086.49321  12328.69316  8917.803478  7476.559448  7439.83698  7322.356393  5376.466839  10267.76657  7597.45235  8527.745268  9607.04293  7091.090386  7587.477801  10248.55481  10010.84663  12416.69093  9134.91764  13156.55956  10217.81212  9078.038084  11320.23648  10071.88987  9210.96555  13577.02601  12623.18111  14209.11755  7552.306914  10027.03662  8204.367303  8130.623046  6213.947037  9540.995549  12273.73124  
8538.03267  14873.42577  11576.93336  11523.76979  9120.04706  7696.07643  8060.315792  7738.128225  6178.077433  10439.32613  7272.353298  9067.597191  9541.869659  7529.393619  8221.171458  10664.62378  9763.208219  12225.91417  9549.394459  12267.25353  9665.862783  8581.770113  10938.57179  9798.653341  8813.802827  12853.38935  13081.72857  13671.20018  7780.977598  9724.800572  8135.802437  10880.85071  7469.272402  10111.73475  12712.36102  8672.16049  15455.57468  12105.15289  12396.00988  8919.169431  7543.887646  7464.614782  7321.462595  5389.179647  10308.0661  7612.351814  8531.124956  9623.683447  7078.823174  7614.268692  10264.1796  10049.89024  12405.21742  9153.57417  13195.04481  10227.50558  9104.555782  11305.31318  10104.68936  9217.417924  13565.13822  12649.46772  14218.89028  7563.128795  10048.84442  8225.649083  8072.386916  6205.844495  9499.929587  12327.29068  
8514.319078  14947.82434  11574.71349  11461.34925  9153.978738  7711.769832  8105.428624  7749.417343  6163.735945  10477.74206  7294.684166  9058.411733  9573.560123  7528.034819  8221.320541  10729.34987  9750.58563  12251.96128  9561.991158  12239.83393  9716.085576  8564.426411  10972.4105  9791.065892  8823.13742  12930.35253  13094.50796  13677.77058  7785.556957  9717.019321  8140.779516  10771.75164  7498.284916  10060.38356  12689.15436  8652.708375  15506.28527  12106.52107  12477.19201  8960.409765  7473.370195  7474.670013  7323.668812  5400.694674  10293.86146  7621.156175  8512.658442  9636.125527  7126.026079  7616.973587  10275.47043  10060.69659  12389.5645  9145.147106  13152.47513  10263.70468  9091.557136  11326.27181  10083.12069  9207.808925  13677.14686  12657.433  14230.23414  7563.817933  10066.55406  8232.779997  8057.556076  6206.003956  9522.820239  12323.94931  
8549.955891  14856.09143  11560.7668  11458.05471  9147.665473  7705.892112  8090.146806  7751.946624  6168.580322  10533.68374  7283.210938  9056.889106  9536.311381  7519.534455  8217.639404  10742.08135  9753.084281  12235.81981  9559.034964  12238.49024  9690.635891  8563.569044  10937.49538  9793.171306  8808.640415  12891.86645  13068.56962  13676.42968  7771.995865  9700.735327  8130.061194  10737.46824  7527.106737  10031.5954  12693.68908  8662.015868  15527.93107  12062.17293  12324.89452  8913.492587  7471.798898  7485.412435  7300.952123  5365.550589  10306.14636  7612.874561  8523.728758  9598.031004  7106.19881  7616.752416  10284.87753  10055.57766  12384.72244  9177.097544  13178.41803  10213.51424  9094.729304  11287.75211  10079.02743  9200.195831  13576.36682  12622.87054  14218.76369  7567.47916  10075.15575  8227.541021  8140.383429  6227.292039  9584.761921  12328.38901  
8555.679581  14940.64743  11586.15199  11541.62975  9193.906681  7726.478583  8112.146075  7764.330563  6190.768758  10530.00096  7297.921829  9106.135755  9588.884777  7538.684186  8236.983851  10718.61359  9760.598293  12218.64339  9560.636866  12288.88244  9747.360387  8579.833383  10992.75195  9811.046266  8838.739888  12914.27658  13106.15087  13705.77238  7797.717804  9719.876739  8149.826689  10782.24394  7469.481391  10133.52938  12693.9847  8678.407124  15476.01971  12084.41915  12412.6925  8969.222973  7461.024001  7492.073343  7328.371123  5373.133714  10313.92232  7644.082467  8504.993803  9660.158143  7097.646485  7619.34384  10265.70505  10088.97701  12394.86769  9151.823063  13188.10498  10293.51209  9116.568898  11318.40667  10098.28233  9218.66393  13550.25676  12658.81809  14221.73678  7585.473753  10076.91253  8234.142462  8096.572522  6206.786203  9601.047401  12334.42316  
8535.921746  14893.99568  11598.10546  11584.975  9167.785187  7654.28954  8073.196935  7773.291212  6178.474868  10525.31908  7284.02372  9103.27842  9578.240373  7578.690075  8235.04768  10701.78227  9791.047223  12282.17404  9554.651259  12281.03875  9712.940499  8578.317209  10978.93691  9817.321753  8833.004153  12944.64299  13154.65075  13739.24891  7783.783677  9729.673905  8135.290882  10800.4386  7451.501762  10107.39333  12685.96586  8676.270987  15549.36921  12110.51039  12447.8756  8965.549849  7592.577413  7479.302223  7328.503898  5395.799683  10313.67268  7628.685826  8528.8076  9640.857579  7130.042033  7618.856295  10271.88238  10055.694  12402.31033  9159.743014  13128.4362  10297.48903  9136.163295  11347.37179  10105.42844  9217.388425  13622.05454  12705.50225  14248.06262  7577.720952  10084.34812  8241.196334  8104.232621  6226.669804  9574.224737  12361.25298  
